Nome da IES,Sigla da IES,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município,Município do Curso,Sigla da UF,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação,,,
2019,12,MEDICINA,575,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Universidade,Pública Federal,12970,Educação Presencial,3106200,Belo Horizonte,MG,341,327,60.1083,4.2804,68.2924,4.4336,4.3953,5
2019,12,MEDICINA,576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Universidade,Pública Federal,13103,Educação Presencial,3136702,Juiz de Fora,MG,168,165,54.02,3.0851,65.56,3.7653,3.5953,4
2019,12,MEDICINA,576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Universidade,Pública Federal,5001167,Educação Presencial,3127701,Governador Valadares,MG,77,75,55.1347,3.3039,65.1093,3.6551,3.5673,4
2019,12,MEDICINA,577,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Universidade,Pública Federal,13200,Educação Presencial,2704302,Maceió,AL,48,48,62.4542,4.741,66.0542,3.8862,4.0999,5
2019,12,MEDICINA,578,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Universidade,Pública Federal,13286,Educação Presencial,2927408,Salvador,BA,88,84,57.2869,3.7265,63.4679,3.2537,3.3719,4
2019,12,MEDICINA,579,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,Universidade,Pública Federal,13424,Educação Presencial,2507507,João Pessoa,PB,45,44,56.8682,3.6443,68.4841,4.4804,4.2714,5
2019,12,MEDICINA,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,13601,Educação Presencial,2611606,Recife,PE,159,156,60.741,4.4047,65.175,3.6712,3.8546,4
2019,12,MEDICINA,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,1189778,Educação Presencial,2604106,Caruaru,PE,75,75,53.6453,3.0115,67.628,4.2711,3.9562,5
2019,12,MEDICINA,581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Universidade,Pública Federal,13723,Educação Presencial,4314902,Porto Alegre,RS,148,145,56.1441,3.5021,65.82,3.8289,3.7472,4
2019,12,MEDICINA,582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Universidade,Pública Federal,13866,Educação Presencial,4316907,Santa Maria,RS,117,116,49.2129,2.1413,65.4784,3.7454,3.3444,4
2019,12,MEDICINA,583,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Universidade,Pública Federal,13996,Educação Presencial,2304400,Fortaleza,CE,166,163,61.0877,4.4727,67.6387,4.2737,4.3234,5
2019,12,MEDICINA,583,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Universidade,Pública Federal,54490,Educação Presencial,2312908,Sobral,CE,71,71,61.3254,4.5194,64.2394,3.4424,3.7116,4
2019,12,MEDICINA,584,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Universidade,Pública Federal,14093,Educação Presencial,5208707,Goiânia,GO,107,105,55.5448,3.3845,63.1105,3.1663,3.2208,4
2019,12,MEDICINA,584,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Universidade,Pública Federal,1292869,Educação Presencial,5211909,Jataí,GO,38,38,56.2368,3.5203,66.9789,4.1123,3.9643,5
2019,12,MEDICINA,585,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Universidade,Pública Federal,14234,Educação Presencial,4205407,Florianópolis,SC,110,104,55.4106,3.3581,64.801,3.5797,3.5243,4
2019,12,MEDICINA,586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Universidade,Pública Federal,14359,Educação Presencial,3304557,Rio de Janeiro,RJ,195,191,54.7372,3.2259,61.1916,2.697,2.8292,3
2019,12,MEDICINA,586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Universidade,Pública Federal,121850,Educação Presencial,3302403,Macaé,RJ,49,49,56.5204,3.576,61.8122,2.8488,3.0306,4
2019,12,MEDICINA,591,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,Universidade,Pública Federal,14563,Educação Presencial,3550308,São Paulo,SP,119,118,60.8415,4.4244,66.1119,3.9003,4.0313,5
2019,12,MEDICINA,595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Universidade,Pública Federal,1202573,Educação Presencial,3101607,Alfenas,MG,30,30,63.5167,4.9496,65.2267,3.6838,4.0003,5
2019,12,MEDICINA,596,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,Universidade,Pública Federal,1185076,Educação Presencial,3121605,Diamantina,MG,40,40,62.2075,4.6926,68.48,4.4794,4.5327,5
2019,12,MEDICINA,596,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,Universidade,Pública Federal,1292713,Educação Presencial,3168606,Teófilo Otoni,MG,27,27,59.8889,4.2374,65.6185,3.7796,3.8941,4
2019,12,MEDICINA,597,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,Universidade,Pública Federal,14615,Educação Presencial,3170107,Uberaba,MG,81,80,52.77,2.8397,63.6987,3.3102,3.1925,4
2019,12,MEDICINA,605,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,USCS,Universidade,Pública Municipal,1278877,Educação Presencial,3548807,São Caetano do Sul,SP,101,100,49.085,2.1162,59.234,2.2183,2.1927,3
2019,12,MEDICINA,609,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,Universidade,Pública Estadual,14725,Educação Presencial,4104808,Cascavel,PR,42,42,57.6095,3.7898,63.9595,3.3739,3.4779,4
2019,12,MEDICINA,609,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,Universidade,Pública Estadual,1214209,Educação Presencial,4108403,Francisco Beltrão,PR,39,39,53.0231,2.8894,63.7359,3.3192,3.2118,4
2019,12,MEDICINA,621,CENTRO UNIVERSITÁRIO CESMAC,CESMAC,Centro Universitário,Privada sem fins lucrativos,1184325,Educação Presencial,2704302,Maceió,AL,88,85,57.9718,3.861,63.4118,3.24,3.3952,4
2019,12,MEDICINA,634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Universidade,Pública Federal,14975,Educação Presencial,4314407,Pelotas,RS,89,88,53.625,3.0075,65.4295,3.7334,3.552,4
2019,12,MEDICINA,664,UNIVERSIDADE VILA VELHA,UVV,Universidade,Privada com fins lucrativos,98406,Educação Presencial,3205200,Vila Velha,ES,110,109,53.8239,3.0466,65.4853,3.7471,3.5719,4
2019,12,MEDICINA,665,UNIVERSIDADE DE TAUBATÉ,UNITAU,Universidade,Pública Municipal,15343,Educação Presencial,3554102,Taubaté,SP,126,126,52.004,2.6893,57.6317,1.8264,2.0421,3
2019,12,MEDICINA,666,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,Universidade,Pública Estadual,64706,Educação Presencial,2910800,Feira de Santana,BA,35,34,58.4441,3.9537,64.85,3.5917,3.6822,4
2019,12,MEDICINA,669,UNIVERSIDADE NILTON LINS,UNINILTONLINS,Universidade,Privada sem fins lucrativos,49060,Educação Presencial,1302603,Manaus,AM,54,52,44.1192,1.1412,50.1635,0,0.2853,1
2019,12,MEDICINA,670,UNIVERSIDADE SÃO FRANCISCO,USF,Universidade,Privada sem fins lucrativos,15475,Educação Presencial,3507605,Bragança Paulista,SP,115,112,50.3473,2.364,58.8821,2.1322,2.1902,3
2019,12,MEDICINA,671,UNIVERSIDADE ANHANGUERA,UNIDERP,Universidade,Privada com fins lucrativos,39415,Educação Presencial,5002704,Campo Grande,MS,108,107,47.4766,1.8004,61.1178,2.679,2.4593,3
2019,12,MEDICINA,688,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,Universidade,Pública Estadual,80037,Educação Presencial,2933307,Vitória da Conquista,BA,29,29,56.2034,3.5138,61.7379,2.8306,3.0014,4
2019,12,MEDICINA,688,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,Universidade,Pública Estadual,1146605,Educação Presencial,2918001,Jequié,BA,15,15,52.1133,2.7107,65.1267,3.6594,3.4222,4
2019,12,MEDICINA,693,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIRIO,Universidade,Pública Federal,15783,Educação Presencial,3304557,Rio de Janeiro,RJ,124,121,58.7554,4.0148,62.5884,3.0386,3.2827,4
2019,12,MEDICINA,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Universidade,Pública Federal,15839,Educação Presencial,5002704,Campo Grande,MS,54,54,49.713,2.2395,63.1037,3.1646,2.9333,3
2019,12,MEDICINA,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Universidade,Pública Federal,1264844,Educação Presencial,5008305,Três Lagoas,MS,37,37,53.0081,2.8864,68.5892,4.5061,4.1012,5
2019,12,MEDICINA,699,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Universidade,Pública Federal,51699,Educação Presencial,1100205,Porto Velho,RO,42,41,55.5951,3.3943,61.9049,2.8714,3.0022,4
2019,12,MEDICINA,717,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,Universidade,Pública Federal,16236,Educação Presencial,4314902,Porto Alegre,RS,83,82,58.4915,3.963,65.8341,3.8324,3.865,4
2019,12,MEDICINA,718,UNIVERSIDADE POTIGUAR,UNP,Universidade,Privada com fins lucrativos,91219,Educação Presencial,2408102,Natal,RN,130,127,48.8402,2.0681,59.7898,2.3542,2.2827,3
2019,12,MEDICINA,719,Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT,UNEMAT,Universidade,Pública Estadual,1188849,Educação Presencial,5102504,Cáceres,MT,53,52,48.5192,2.0051,56.1173,1.4561,1.5933,2
2019,12,MEDICINA,730,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Universidade,Pública Estadual,150039,Educação Presencial,4119905,Ponta Grossa,PR,43,3,58.1667,3.8992,63.8667,3.3512,3.4882,4
2019,12,MEDICINA,737,CENTRO UNIVERSITÁRIO SÃO CAMILO,SAO CAMILO,Centro Universitário,Privada sem fins lucrativos,100958,Educação Presencial,3550308,São Paulo,SP,87,87,52.4138,2.7697,63.9391,3.3689,3.2191,4
2019,12,MEDICINA,750,UNIVERSIDADE DE GURUPI,UnirG,Universidade,Pública Municipal,57852,Educação Presencial,1709500,Gurupi,TO,106,106,51.3226,2.5555,56.2085,1.4784,1.7476,2
2019,12,MEDICINA,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pública Estadual,19086,Educação Presencial,2211001,Teresina,PI,43,29,50.8138,2.4556,57.8897,1.8895,2.031,3
2019,12,MEDICINA,780,UNIVERSIDADE DE CUIABÁ,UNIC/UNIME,Universidade,Privada com fins lucrativos,18472,Educação Presencial,5103403,Cuiabá,MT,20,20,52.94,2.873,67.55,4.252,3.9073,4
2019,12,MEDICINA,789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Universidade,Pública Federal,16904,Educação Presencial,1400100,Boa Vista,RR,63,61,47.7393,1.852,58.1213,1.9461,1.9226,2
2019,12,MEDICINA,792,CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ,CESUPA,Centro Universitário,Privada sem fins lucrativos,98506,Educação Presencial,1501402,Belém,PA,117,117,49.9983,2.2955,61.3222,2.729,2.6206,3
2019,12,MEDICINA,794,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,UNIVAG,Centro Universitário,Privada sem fins lucrativos,5001033,Educação Presencial,5108402,Várzea Grande,MT,110,108,49.4093,2.1798,65.2435,3.6879,3.3109,4
2019,12,MEDICINA,823,UNIVERSIDADE DO CEUMA - UNICEUMA,UNICEUMA,Universidade,Privada sem fins lucrativos,59174,Educação Presencial,2111300,São Luís,MA,115,113,44.092,1.1359,53.846,0.9006,0.9594,2
2019,12,MEDICINA,830,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Universidade,Pública Federal,1029763,Educação Presencial,1600303,Macapá,AP,50,49,61.802,4.613,57.9204,1.897,2.576,3
2019,12,MEDICINA,953,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,Universidade,Privada sem fins lucrativos,19206,Educação Presencial,3548500,Santos,SP,103,99,44.7283,1.2608,53.0788,0.713,0.8499,1
2019,12,MEDICINA,1041,UNIVERSIDADE DO VALE DO TAQUARI,UNIVATES,Universidade,Privada sem fins lucrativos,1179501,Educação Presencial,4311403,Lajeado,RS,30,30,52.18,2.7238,66.7,4.0441,3.7141,4
2019,12,MEDICINA,1042,UNIVERSIDADE POSITIVO,UP,Universidade,Privada com fins lucrativos,59414,Educação Presencial,4106902,Curitiba,PR,99,99,59.6364,4.1878,66.9364,4.1019,4.1234,5
2019,12,MEDICINA,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,UNILAGO,Faculdade,Privada sem fins lucrativos,5000980,Educação Presencial,3549805,São José do Rio Preto,SP,102,70,54.8514,3.2483,57.8143,1.8711,2.2154,3
2019,12,MEDICINA,1087,FACULDADES INTEGRADAS APARÍCIO CARVALHO,FIMCA,Centro Universitário,Privada sem fins lucrativos,72675,Educação Presencial,1100205,Porto Velho,RO,84,23,44.9261,1.2996,59.1696,2.2025,1.9768,3
2019,12,MEDICINA,1128,UNIVERSIDADE DE ITAÚNA,UI,Universidade,Privada sem fins lucrativos,107766,Educação Presencial,3133808,Itaúna,MG,88,88,55.1443,3.3058,55.2352,1.2403,1.7567,2
2019,12,MEDICINA,1189,UNIVERSIDADE DO PLANALTO CATARINENSE,UNIPLAC,Universidade,Privada sem fins lucrativos,69464,Educação Presencial,4209300,Lages,SC,51,51,44.1745,1.1521,59.8608,2.3716,2.0667,3
2019,12,MEDICINA,1196,CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR,UNICESUMAR,Universidade,Privada com fins lucrativos,5000930,Educação Presencial,4115200,Maringá,PR,101,101,54.302,3.1405,65.9297,3.8557,3.6769,4
2019,12,MEDICINA,1244,FACULDADE BRASILEIRA,MULTIVIX VITÓRIA,Faculdade,Privada com fins lucrativos,86356,Educação Presencial,3205309,Vitória,ES,97,84,53.9071,3.0629,62.8702,3.1075,3.0964,4
2019,12,MEDICINA,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Centro Universitário,Privada com fins lucrativos,1185903,Educação Presencial,3543402,Ribeirão Preto,SP,66,65,49.0692,2.1131,60.7477,2.5885,2.4696,3
2019,12,MEDICINA,1334,CENTRO UNIVERSITÁRIO FACISA,UNIFACISA,Centro Universitário,Privada com fins lucrativos,90483,Educação Presencial,2504009,Campina Grande,PB,161,154,52.2032,2.7284,61.4597,2.7626,2.754,3
2019,12,MEDICINA,1336,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,FAG,Centro Universitário,Privada sem fins lucrativos,108882,Educação Presencial,4104808,Cascavel,PR,79,75,58.2173,3.9092,58.9453,2.1477,2.588,3
2019,12,MEDICINA,1362,CENTRO UNIVERSITÁRIO UBAENSE OZANAM COELHO,,Centro Universitário,Privada com fins lucrativos,1190621,Educação Presencial,3169901,Ubá,MG,28,28,46.1786,1.5455,51.8821,0.4203,0.7016,1
2019,12,MEDICINA,1414,CENTRO UNIVERSITÁRIO SÃO LUCAS,UniSL,Centro Universitário,Privada com fins lucrativos,85652,Educação Presencial,1100205,Porto Velho,RO,99,91,45.9582,1.5023,58.3593,2.0044,1.8788,2
2019,12,MEDICINA,1430,CENTRO UNIVERSITÁRIO INGÁ,,Centro Universitário,Privada com fins lucrativos,5000931,Educação Presencial,4115200,Maringá,PR,119,117,45.541,1.4204,57.4983,1.7938,1.7004,2
2019,12,MEDICINA,1461,CENTRO UNIVERSIÁRIO UNIFTC SALVADOR,,Centro Universitário,Privada com fins lucrativos,78256,Educação Presencial,2927408,Salvador,BA,100,98,52.7388,2.8335,58.3061,1.9913,2.2019,3
2019,12,MEDICINA,1547,FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE,ESTÁCIO FMJ,Faculdade,Privada com fins lucrativos,37304,Educação Presencial,2307304,Juazeiro do Norte,CE,123,123,47.0154,1.7098,56.6976,1.598,1.6259,2
2019,12,MEDICINA,1559,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Centro Universitário,Privada sem fins lucrativos,72663,Educação Presencial,3201506,Colatina,ES,125,124,44.3379,1.1841,57.0315,1.6796,1.5557,2
2019,12,MEDICINA,1563,CENTRO UNIVERSITÁRIO UNINOVAFAPI,UNINOVAFAPI,Centro Universitário,Privada com fins lucrativos,72669,Educação Presencial,2211001,Teresina,PI,129,122,54.9484,3.2674,57.3049,1.7465,2.1267,3
2019,12,MEDICINA,1586,UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,Universidade,Privada sem fins lucrativos,5206,Educação Presencial,3152501,Pouso Alegre,MG,69,69,53.4116,2.9656,58.6435,2.0738,2.2968,3
2019,12,MEDICINA,1600,INSTITUTO DE CIÊNCIAS DA SAÚDE,ICS,Faculdade,Privada sem fins lucrativos,86288,Educação Presencial,3143302,Montes Claros,MG,128,125,46.448,1.5984,58.7968,2.1113,1.9831,3
2019,12,MEDICINA,1664,FACULDADE DA SAÚDE E ECOLOGIA HUMANA,FASEH,Faculdade,Privada com fins lucrativos,66361,Educação Presencial,3171204,Vespasiano,MG,95,94,52.5011,2.7869,61.0298,2.6574,2.6898,3
2019,12,MEDICINA,1669,INSTITUTO METROPOLITANO DE ENSINO SUPERIOR,IMES,Faculdade,Privada com fins lucrativos,71859,Educação Presencial,3131307,Ipatinga,MG,89,88,54.9989,3.2773,61.5511,2.7849,2.908,3
2019,12,MEDICINA,1734,Faculdade Integral Diferencial Wyden,Facid Wyden,Centro Universitário,Privada com fins lucrativos,79007,Educação Presencial,2211001,Teresina,PI,73,72,52.1472,2.7174,58.6458,2.0744,2.2352,3
2019,12,MEDICINA,1883,CENTRO UNIVERSITÁRIO UNIFAS,,Centro Universitário,Privada com fins lucrativos,1178524,Educação Presencial,2919207,Lauro de Freitas,BA,40,39,55.9,3.4542,58.9205,2.1416,2.4698,3
2019,12,MEDICINA,1895,CENTRO UNIVERSITÁRIO CHRISTUS,UNICHRISTUS,Centro Universitário,Privada com fins lucrativos,90084,Educação Presencial,2304400,Fortaleza,CE,131,129,56.7349,3.6181,64.7566,3.5689,3.5812,4
2019,12,MEDICINA,1913,CENTRO UNIVERSITÁRIO FAMINAS,UNIFAMINAS,Centro Universitário,Privada com fins lucrativos,1163738,Educação Presencial,3143906,Muriaé,MG,39,39,44.7256,1.2603,59.7795,2.3517,2.0788,3
2019,12,MEDICINA,1917,FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL,FACIMED,Centro Universitário,Privada com fins lucrativos,98409,Educação Presencial,1100049,Cacoal,RO,46,45,40.5911,0.4485,53.3911,0.7893,0.7041,1
2019,12,MEDICINA,1984,Centro Universitário Unifacig,,Centro Universitário,Privada com fins lucrativos,1193264,Educação Presencial,3139409,Manhuaçu,MG,32,32,47.4094,1.7872,60.1469,2.4415,2.2779,3
2019,12,MEDICINA,1995,FACULDADE DE MEDICINA NOVA ESPERANÇA,FAMENE,Faculdade,Privada com fins lucrativos,72681,Educação Presencial,2507507,João Pessoa,PB,234,232,48.3405,1.97,59.6845,2.3284,2.2388,3
2019,12,MEDICINA,2082,FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA,FCM-PB,Faculdade,Privada com fins lucrativos,72667,Educação Presencial,2507507,João Pessoa,PB,136,135,46.0519,1.5207,59.7874,2.3536,2.1454,3
2019,12,MEDICINA,2111,CENTRO UNIVERSITÁRIO INTA,UNINTA,Centro Universitário,Privada sem fins lucrativos,1173014,Educação Presencial,2312908,Sobral,CE,76,76,52.8171,2.8489,62.3816,2.988,2.9533,4
2019,12,MEDICINA,2158,FACULDADE SANTA MARIA,FSM,Faculdade,Privada com fins lucrativos,1104264,Educação Presencial,2503704,Cajazeiras,PB,60,57,47.1982,1.7457,63.7772,3.3293,2.9334,3
2019,12,MEDICINA,2368,FACULDADE SÃO LEOPOLDO MANDIC,,Faculdade,Privada com fins lucrativos,1184047,Educação Presencial,3509502,Campinas,SP,77,77,50.8195,2.4567,58.161,1.9559,2.0811,3
2019,12,MEDICINA,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Universidade,Pública Federal,13453,Educação Presencial,2504009,Campina Grande,PB,74,74,60.0919,4.2772,62.3568,2.982,3.3058,4
2019,12,MEDICINA,2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,Universidade,Pública Federal,1101742,Educação Presencial,2503704,Cajazeiras,PB,20,20,54.41,3.1617,64.815,3.5831,3.4778,4
2019,12,MEDICINA,2579,CENTRO UNIVERSITÁRIO ATENAS,UniAtenas,Centro Universitário,Privada com fins lucrativos,90059,Educação Presencial,3147006,Paracatu,MG,106,105,49.4076,2.1795,59.459,2.2733,2.2499,3
2019,12,MEDICINA,2787,FACULDADES PEQUENO PRÍNCIPE,FPP,Faculdade,Privada sem fins lucrativos,1192237,Educação Presencial,4106902,Curitiba,PR,97,97,56.4485,3.5619,63.4443,3.2479,3.3264,4
2019,12,MEDICINA,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,Centro Universitário,Privada com fins lucrativos,1108786,Educação Presencial,2611606,Recife,PE,126,124,51.2306,2.5374,60.7282,2.5837,2.5721,3
2019,12,MEDICINA,2843,FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,FCMS/JF,Faculdade,Privada com fins lucrativos,74594,Educação Presencial,3136702,Juiz de Fora,MG,111,110,49.93,2.2821,65.5227,3.7562,3.3877,4
2019,12,MEDICINA,3151,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,Universidade,Privada sem fins lucrativos,90847,Educação Presencial,4204202,Chapecó,SC,42,39,44.1769,1.1525,60.2487,2.4664,2.138,3
2019,12,MEDICINA,3172,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Universidade,Pública Estadual,60660,Educação Presencial,1302603,Manaus,AM,139,134,47.3396,1.7735,50.2716,0.0265,0.4632,1
2019,12,MEDICINA,3194,FACULDADE DE MINAS BH,FAMINAS-BH,Faculdade,Privada com fins lucrativos,1029204,Educação Presencial,3106200,Belo Horizonte,MG,126,126,50.0405,2.3038,59.3444,2.2453,2.2599,3
2019,12,MEDICINA,3223,ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE,ESCS,Faculdade,Pública Estadual,58412,Educação Presencial,5300108,Brasília,DF,73,72,60.0472,4.2684,65.0278,3.6352,3.7935,4
2019,12,MEDICINA,3304,CENTRO UNIVERSITÁRIO DE PATOS,UNIFIP,Centro Universitário,Privada com fins lucrativos,1191415,Educação Presencial,2510808,Patos,PB,50,50,51.204,2.5322,60.46,2.5181,2.5216,3
2019,12,MEDICINA,3371,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,UNIPAM,Centro Universitário,Privada sem fins lucrativos,108014,Educação Presencial,3148004,Patos de Minas,MG,63,63,52.2032,2.7284,63.9984,3.3834,3.2197,4
2019,12,MEDICINA,3533,FACULDADE CERES,FACERES,Faculdade,Privada com fins lucrativos,5000981,Educação Presencial,3549805,São José do Rio Preto,SP,66,66,52.0288,2.6941,63.7864,3.3316,3.1722,4
2019,12,MEDICINA,3615,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,Faculdade,Privada sem fins lucrativos,87537,Educação Presencial,2611606,Recife,PE,157,155,52.0968,2.7075,63.7994,3.3348,3.1779,4
2019,12,MEDICINA,3849,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,Universidade,Pública Federal,113504,Educação Presencial,1721000,Palmas,TO,68,67,59.2373,4.1094,62.6164,3.0455,3.3115,4
2019,12,MEDICINA,3966,CENTRO UNIVERSITÁRIO DE CARATINGA,UNEC,Centro Universitário,Privada sem fins lucrativos,50662,Educação Presencial,3113404,Caratinga,MG,59,59,46.4831,1.6053,55.0458,1.194,1.2968,2
2019,12,MEDICINA,3974,UNIVERSIDADE DE RIO VERDE,FESURV,Universidade,Pública Municipal,1178672,Educação Presencial,5218805,Rio Verde,GO,108,107,50.7888,2.4507,58.2907,1.9876,2.1033,3
2019,12,MEDICINA,3974,UNIVERSIDADE DE RIO VERDE,FESURV,Universidade,Pública Municipal,1321864,Educação Presencial,5201405,Aparecida de Goiânia,GO,61,60,52.6417,2.8145,58.9833,2.157,2.3213,3
2019,12,MEDICINA,3984,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Universidade,Pública Federal,85586,Educação Presencial,2611101,Petrolina,PE,29,28,49.825,2.2615,63.3357,3.2214,2.9814,4
2019,12,MEDICINA,3984,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Universidade,Pública Federal,1202588,Educação Presencial,2924009,Paulo Afonso,BA,25,25,57.776,3.8225,64.16,3.423,3.5228,4
2019,12,MEDICINA,4256,Centro Universitário FIP-MOC,,Centro Universitário,Privada com fins lucrativos,107666,Educação Presencial,3143302,Montes Claros,MG,108,106,48.5075,2.0028,62.134,2.9275,2.6963,3
2019,12,MEDICINA,4450,CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA,UNIFAMAZ,Centro Universitário,Privada sem fins lucrativos,1171609,Educação Presencial,1501402,Belém,PA,69,69,48.7565,2.0517,59.5377,2.2925,2.2323,3
2019,12,MEDICINA,4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Universidade,Pública Federal,21542,Educação Presencial,5003702,Dourados,MS,76,72,53.5542,2.9936,62.2042,2.9446,2.9569,4
2019,12,MEDICINA,4530,CENTRO UNIVERSITÁRIO TIRADENTES,FITS,Centro Universitário,Privada com fins lucrativos,1200578,Educação Presencial,2704302,Maceió,AL,87,87,54.1759,3.1157,58.146,1.9522,2.2431,3
2019,12,MEDICINA,4849,Centro Universitário Tocantinense Presidente Antônio Carlos,UNITPAC,Centro Universitário,Privada com fins lucrativos,99476,Educação Presencial,1702109,Araguaína,TO,86,85,48.8494,2.0699,58.2424,1.9758,1.9993,3
2019,12,MEDICINA,5215,CENTRO UNIVERSITÁRIO PADRE ALBINO,,Centro Universitário,Privada sem fins lucrativos,10222,Educação Presencial,3511102,Catanduva,SP,63,63,54.0778,3.0964,65.573,3.7685,3.6005,4
2019,12,MEDICINA,5439,CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS,UNICEPLAC,Centro Universitário,Privada com fins lucrativos,51835,Educação Presencial,5300108,Brasília,DF,133,131,50.5206,2.398,50.7847,0.1519,0.7135,1
2019,12,MEDICINA,5544,FACULDADE PRESIDENTE ANTÔNIO CARLOS,FAPAC,Faculdade,Privada com fins lucrativos,72767,Educação Presencial,1718204,Porto Nacional,TO,111,111,45.1,1.3338,53.2874,0.764,0.9064,1
